comment_url,post_url,comment_id,post_routing_id,author_name,comment_text,timestamp,likes_count,comments_count
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586954041608076&reply_comment_id=3586962288273918,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjIyODgyNzM5MTg=,PR_1f9551b885ec,Unknown,ZiHad SarKer ki bolen vai..Mirpur er branch e to bollo 3-4 weeks time lage,2025-05-24T16:38:27.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586954564941357&reply_comment_id=3586962498273897,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjI0OTgyNzM4OTc=,PR_1f9551b885ec,Unknown,Tanjid H. Jishan kotodin laglo vai,2025-05-24T16:38:45.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586954564941357&reply_comment_id=3586958678274279,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NTg2NzgyNzQyNzk=,PR_1f9551b885ec,Unknown,Shah Mohammed Seaman ami ekebare 8k krcilam.. without any hassle,2025-05-24T16:33:52.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586955248274622&reply_comment_id=3586964751607005,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjQ3NTE2MDcwMDU=,PR_1f9551b885ec,Unknown,"Sakhawat Roni 
card quality very poor
ATM khub e kom
kono benefits dekhchi na apatoto",2025-05-24T16:41:48.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586956018274545&reply_comment_id=3586970044939809,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzAwNDQ5Mzk4MDk=,PR_1f9551b885ec,Unknown,"Mehedi Khan 
Brac - Reward points + App
Prime - App
Islami Bank - no. of ATM",2025-05-24T16:49:25.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586954558274691&reply_comment_id=3586967444940069,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5Njc0NDQ5NDAwNjk=,PR_1f9551b885ec,Unknown,"Samiur Rahman if you prefer totally free of charges
Then go for Prime,Trust,Midland,NRBC,SIBL",2025-05-24T16:45:45.000Z,1,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586963544940459&reply_comment_id=3586970284939785,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzAyODQ5Mzk3ODU=,PR_1f9551b885ec,Unknown,Yeasir Islam Brac and Prime,2025-05-24T16:49:43.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586958421607638,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NTg0MjE2MDc2Mzg=,PR_1f9551b885ec,Unknown,Which one is the best for students based on your experience?,2025-05-24T16:33:35.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586986294938184,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5ODYyOTQ5MzgxODQ=,PR_1f9551b885ec,Unknown,Student Account e maximum koto rakha jai?,2025-05-24T17:12:00.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587296158240531,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcyOTYxNTgyNDA1MzE=,PR_1f9551b885ec,Unknown,Ato gula diya ki koren? (Genuinely Curious question ),2025-05-25T02:36:29.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586952981608182,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NTI5ODE2MDgxODI=,PR_1f9551b885ec,Unknown,Whats the benefit of having all those bank accounts?,2025-05-24T16:25:46.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587090098261137,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwOTAwOTgyNjExMzc=,PR_1f9551b885ec,Unknown,"Naimur Rahman Dhaka Bank e Ezy account amio khulsi but amk to free cheque book dilo na 🙂 
And amk bollo 1st year card charge free 2nd year thke 575 tk 
Ar website e likha 300+ vat",2025-05-24T19:58:21.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586952591608221,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NTI1OTE2MDgyMjE=,PR_1f9551b885ec,Unknown,Kontar service valo mone hoyeche ?,2025-05-24T16:25:11.000Z,0,4
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587047658265381,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNDc2NTgyNjUzODE=,PR_1f9551b885ec,Unknown,ভাই মিডল্যান্ড কত বছর পর্যন্ত ফ্রি আর কোন্টায় ইন্টারেস্ট কেমন দেয়?,2025-05-24T18:49:16.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586969418273205,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5Njk0MTgyNzMyMDU=,PR_1f9551b885ec,Unknown,"Assalamu Alaikum
REQUEIREMENT OF OPENING IBBL Student account(Which document) ?",2025-05-24T16:48:43.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587925638177583,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODc5MjU2MzgxNzc1ODM=,PR_1f9551b885ec,Unknown,Which of these is the best? And which cards have no annual fee?,2025-05-25T20:07:31.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586970624939751,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzA2MjQ5Mzk3NTE=,PR_1f9551b885ec,Unknown,Agami savers free ?,2025-05-24T16:49:57.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586953488274798&reply_comment_id=3586968134940000,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjgxMzQ5NDAwMDA=,PR_1f9551b885ec,Unknown,"Farhan Shahariar Samir 
online e account creation 
branch e giye account activation + 1000 tk deposit korte hoy card er jnno",2025-05-24T16:46:43.000Z,1,5
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586986294938184&reply_comment_id=3586990188271128,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5OTAxODgyNzExMjg=,PR_1f9551b885ec,Unknown,Ushain Marma Ishan jani na,2025-05-24T17:17:25.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587296158240531&reply_comment_id=3587324998237647,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODczMjQ5OTgyMzc2NDc=,PR_1f9551b885ec,Unknown,Maliha Tabassum discount avail,2025-05-25T03:31:21.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587296158240531&reply_comment_id=3587931794843634,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODc5MzE3OTQ4NDM2MzQ=,PR_1f9551b885ec,Unknown,Maliha Tabassum same here 🙂,2025-05-25T20:19:25.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587090098261137&reply_comment_id=3587192784917535,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcxOTI3ODQ5MTc1MzU=,PR_1f9551b885ec,Unknown,"S M Shafin Mahmud 
345/- card charge
first 10 leaf free",2025-05-24T23:15:21.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586969418273205&reply_comment_id=3586975804939233,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzU4MDQ5MzkyMzM=,PR_1f9551b885ec,Unknown,"Md Abrar Maahi 
walai kum as salam
IBBL account khola 2016 te
recent update dite parchi na sorry",2025-05-24T16:56:21.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586969418273205&reply_comment_id=3587060401597440,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNjA0MDE1OTc0NDA=,PR_1f9551b885ec,Unknown,Thanks,2025-05-24T19:10:19.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586952981608182&reply_comment_id=3586963851607095,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjM4NTE2MDcwOTU=,PR_1f9551b885ec,Unknown,Tawhid Chowdhury it's an free opportunity to experience which one is good and also debit card and cheque book collection,2025-05-24T16:40:38.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587047658265381&reply_comment_id=3587048398265307,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNDgzOTgyNjUzMDc=,PR_1f9551b885ec,Unknown,"Muhibbur Rahman Sarkar 
interest related kichui jani na
midland apnar jotodin iccha continue korte parben",2025-05-24T18:50:28.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586952591608221&reply_comment_id=3586966701606810,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjY3MDE2MDY4MTA=,PR_1f9551b885ec,Unknown,"Sharmin Chowdhury Brac,Prime",2025-05-24T16:44:37.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586958421607638&reply_comment_id=3586965681606912,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjU2ODE2MDY5MTI=,PR_1f9551b885ec,Unknown,"Rojlin Fabian Prime,Brac Bank
NPSB free
App o valo
Brac e reward point system super cool",2025-05-24T16:43:01.000Z,2,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586991761604304,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5OTE3NjE2MDQzMDQ=,PR_1f9551b885ec,Unknown,Vai konta korte koto taka laglo,2025-05-24T17:19:38.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3588654621438018,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODg2NTQ2MjE0MzgwMTg=,PR_1f9551b885ec,Unknown,Brac provides free cheque book in Agami Savers? 😮,2025-05-26T17:04:24.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587000534936760,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMDA1MzQ5MzY3NjA=,PR_1f9551b885ec,Unknown,Vai brac bank  er point kivabe paoya jay...bah..kono hack aca kih nah,2025-05-24T17:33:06.000Z,0,10
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587983481505132,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODc5ODM0ODE1MDUxMzI=,PR_1f9551b885ec,Unknown,Trust bank er student account a kono charge ache? Sms?  Card?,2025-05-25T21:53:30.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587046441598836,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNDY0NDE1OTg4MzY=,PR_1f9551b885ec,Unknown,Prime Ki online a khula jay?,2025-05-24T18:47:19.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586975044939309,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzUwNDQ5MzkzMDk=,PR_1f9551b885ec,Unknown,jokhn aste aste age limit cross korben tokhn r pera lagbe,2025-05-24T16:55:23.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586970974939716,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzA5NzQ5Mzk3MTY=,PR_1f9551b885ec,Unknown,Sibl account tr review diyen,2025-05-24T16:50:29.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3612016315768515,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM2MTIwMTYzMTU3Njg1MTU=,PR_1f9551b885ec,Unknown,"Annual fee free konta 
Islami bank free jana ace ektu janaben student account",2025-06-22T17:26:41.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587002478269899,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMDI0NzgyNjk4OTk=,PR_1f9551b885ec,Unknown,"ওভারঅল কোনটা ভালো হবে ভাই, স্টুডেন্ট হিসেবে",2025-05-24T17:36:12.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3590319924604821,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1OTAzMTk5MjQ2MDQ4MjE=,PR_1f9551b885ec,Unknown,কোনটা বাদ দাওয়ার দরকার নাই,2025-05-28T16:37:44.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3588654621438018&reply_comment_id=3588700384766775,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODg3MDAzODQ3NjY3NzU=,PR_1f9551b885ec,Unknown,হিমেল দাস yes,2025-05-26T18:17:08.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586975044939309&reply_comment_id=3586976834939130,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzY4MzQ5MzkxMzA=,PR_1f9551b885ec,Unknown,"Sohan Hossain 
kichu account auto migration hobe na
jegula hobe segulo off korte hobe, dekha jak",2025-05-24T16:58:05.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587002478269899&reply_comment_id=3587025741600906,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMjU3NDE2MDA5MDY=,PR_1f9551b885ec,Unknown,Absar Abdullah Prime,2025-05-24T18:11:54.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587002478269899&reply_comment_id=3587069888263158,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNjk4ODgyNjMxNTg=,PR_1f9551b885ec,Unknown,Absar Abdullah IBBL,2025-05-24T19:26:29.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586970974939716&reply_comment_id=3586990714937742,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5OTA3MTQ5Mzc3NDI=,PR_1f9551b885ec,Unknown,"SN Reham 
still card paini
6 tarikh e kora account",2025-05-24T17:18:11.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3612016315768515&reply_comment_id=3612017015768445,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM2MTIwMTcwMTU3Njg0NDU=,PR_1f9551b885ec,Unknown,Md. Niloy all,2025-06-22T17:27:40.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587046441598836&reply_comment_id=3587192911584189,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcxOTI5MTE1ODQxODk=,PR_1f9551b885ec,Unknown,Nannu Mia na,2025-05-24T23:15:38.000Z,0,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587000534936760&reply_comment_id=3587016561601824,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMTY1NjE2MDE4MjQ=,PR_1f9551b885ec,Unknown,"Md. Talha Jubayer Tushar 
100 takay 1 point",2025-05-24T17:57:32.000Z,0,9
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586970624939751&reply_comment_id=3586971544939659,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NzE1NDQ5Mzk2NTk=,PR_1f9551b885ec,Unknown,Al Siyam 230 tk card annual fee,2025-05-24T16:51:28.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587040768266070,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNDA3NjgyNjYwNzA=,PR_1f9551b885ec,Unknown,Ebl er ta active korben na?,2025-05-24T18:37:25.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3588237271479753,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODgyMzcyNzE0Nzk3NTM=,PR_1f9551b885ec,Unknown,"ব্র্যাক ব্যাংকের 'আগামী সেভার্স' শিরোনামের একাউন্টটি খুলতে চাচ্ছি,
প্রক্রিয়াটি বলতেন যদি...",2025-05-26T06:07:14.000Z,0,3
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586966994940114,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5NjY5OTQ5NDAxMTQ=,PR_1f9551b885ec,Unknown,"ইসলামি, ব্র‍্যাক, ট্রাস্ট, প্রাইম, মিডল্যান্ড - এই কয়টার স্টুডেন্ট অ্যাকাউন্টের কার্ড ইউজ করি। একেকটা ব্যাংক একেকটা সার্ভিসের জন্য বেস্ট, সবগুলো কম্বাইন করে ইউজ করি প্রয়োজন অনুযায়ী। হাইপ দেখে NRBC ট্রাই করার ইচ্ছে আছে।",2025-05-24T16:44:59.000Z,5,9
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587360184900795,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODczNjAxODQ5MDA3OTU=,PR_1f9551b885ec,Unknown,All ok but brac er card er design ta aro better kora uchit in my opinion.,2025-05-25T04:34:10.000Z,1,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587060391597441,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwNjAzOTE1OTc0NDE=,PR_1f9551b885ec,Unknown,"Trust student account ki Islamic version khulsen?
R cheque koto patar?",2025-05-24T19:10:18.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587001621603318,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMDE2MjE2MDMzMTg=,PR_1f9551b885ec,Unknown,"ইসলামী, ব্র্যাক, মিডল্যান্ড, এনআরবিসি, সোনালী (কার্ড নেয়নি) স্টুডেন্ট একাউন্ট 😀

পূবালী (সিম্পল একাউন্ট, কার্ড নেয়নি)

ইউসিবি আর আইএফআইসি ডরমেন্ট হয়ে আছে, ভাবতেছি বন্ধ করেই দিবো ।😟",2025-05-24T17:34:45.000Z,1,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587003824936431,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwMDM4MjQ5MzY0MzE=,PR_1f9551b885ec,Unknown,"এনআরবিসি'র কার্ড বলতে গেলে কোন কাজেরই না, শখের বসে ওয়ালেট পূর্ণ করা ছাড়া ।

দেশীয় ই-কমার্সেও পেমেন্ট করলে ব্রাঞ্চ থেকে ফর্ম পূরণ করে লিমিট দেওয়া লাগে । হেল্পলাইন থেকে করলে সর্বোচ্চ ৫হাজার টাকার ই-কমার্স লিমিট দিবে🤣🤣",2025-05-24T17:38:21.000Z,1,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3589113574725456,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODkxMTM1NzQ3MjU0NTY=,PR_1f9551b885ec,Unknown,Dbbl er cheye ki brac valo? dbbl e student account khulsi tao bollo je card er jnne charge nibe,2025-05-27T07:33:00.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3587084011595079,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODcwODQwMTE1OTUwNzk=,PR_1f9551b885ec,Unknown,Brac er checkbook kivabe free te nisen?,2025-05-24T19:47:49.000Z,0,1
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3590035047966642,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1OTAwMzUwNDc5NjY2NDI=,PR_1f9551b885ec,Unknown,এতগুলা খুলছেন একাউন্ট। কেস টেস হয় যদি??,2025-05-28T09:30:48.000Z,1,0
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3586991761604304&reply_comment_id=3586995851603895,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODY5OTU4NTE2MDM4OTU=,PR_1f9551b885ec,Unknown,Rahman Habib free,2025-05-24T17:26:05.000Z,0,2
https://www.facebook.com/groups/bcub.bd/posts/3586941684942645/?comment_id=3589113574725456&reply_comment_id=3589122141391266,https://www.facebook.com/share/p/1B7V11a33P/,Y29tbWVudDozNTg2OTQxNjg0OTQyNjQ1XzM1ODkxMjIxNDEzOTEyNjY=,PR_1f9551b885ec,Unknown,Samia Zaman hum charge ache,2025-05-27T07:48:42.000Z,0,0
